VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP,Realized_Value
2645,2015-02-28,2019-02-28,2018-11-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,No,800,400,55000,22000,56000,0.392857143
2646,2015-06-30,2019-06-30,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Major,1400,400,57000,21000,63000,0.333333333
2648,2015-05-31,2018-05-31,2018-05-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,No,400,700,56000,24000,61000,0.393442623
2649,2015-09-30,2019-03-31,2019-04-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,1100,500,86000,19000,62000,0.306451613
2651,2015-11-30,2019-11-30,2019-04-30,2019-06-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,Major,600,400,79000,19000,61000,0.31147541
2655,2015-06-30,2018-09-30,2018-09-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,2500,700,77000,21000,63000,0.333333333
2656,2015-05-31,2018-08-31,2018-06-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,100,600,33000,23000,62000,0.370967742
2661,2015-07-31,2018-10-31,2018-06-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,500,600,71000,20000,62000,0.322580645
2664,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,1700,400,52000,21000,63000,0.333333333
2666,2015-05-31,2018-11-30,2018-11-30,2019-02-28,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,1200,500,63000,21000,56000,0.375
2669,2015-07-31,2019-07-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,100,0,56000,23000,62000,0.370967742
2678,2015-05-31,2019-05-31,2018-03-31,2018-08-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Major,2000,600,77000,25000,61000,0.409836066
2679,2015-07-31,2019-07-31,2019-05-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Mild,1100,400,71000,21000,63000,0.333333333
2684,2015-07-31,2019-07-31,2018-12-31,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,Moderate,100,500,87000,20000,61000,0.327868852
2691,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,1000,400,75000,16000,63000,0.253968254
2695,2015-06-30,2019-06-30,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,500,500,70000,20000,65000,0.307692308
2696,2015-09-30,2019-09-30,2019-09-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,Moderate,1200,500,91000,15000,64000,0.234375
2703,2015-03-31,2019-03-31,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Moderate,800,400,50000,24000,64000,0.375
2708,2015-03-31,2019-03-31,2018-10-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,300,600,65000,20000,62000,0.322580645
2710,2015-05-31,2018-05-31,2018-06-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Major,2800,400,41000,27000,61000,0.442622951
2715,2015-03-31,2018-06-30,2018-06-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,Major,500,600,56000,22000,62000,0.35483871
2717,2015-04-30,2019-04-30,2018-11-30,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Moderate,1100,500,65000,23000,65000,0.353846154
2719,2015-04-30,2018-04-30,2018-04-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,1400,700,60000,23000,63000,0.365079365
2721,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Moderate,2500,400,53000,22000,62000,0.35483871
2725,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,600,600,60000,19000,64000,0.296875
2733,2015-10-31,2019-10-31,2018-12-31,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,No,800,400,60000,23000,63000,0.365079365
2734,2015-07-31,2019-07-31,2018-08-31,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Moderate,700,600,42000,25000,66000,0.378787879
2744,2015-06-30,2019-06-30,2018-09-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,1200,700,76000,19000,64000,0.296875
2745,2015-05-31,2019-05-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,200,500,42000,21000,64000,0.328125
2748,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,1400,400,68000,17000,60000,0.283333333
2749,2015-06-30,2019-06-30,2018-12-31,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Major,600,400,51000,23000,66000,0.348484848
2758,2015-09-30,2019-09-30,2019-09-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,Moderate,1400,500,71000,15000,62000,0.241935484
2760,2015-09-30,2018-09-30,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Moderate,300,500,78000,23000,64000,0.359375
2765,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,2100,500,40000,20000,62000,0.322580645
2766,2015-11-30,2019-11-30,2019-12-31,2020-02-29,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,Moderate,2100,500,88000,18000,65000,0.276923077
2772,2015-08-31,2019-08-31,2019-03-31,2019-04-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,1400,500,79000,20000,64000,0.3125
2822,2016-04-30,2019-04-30,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_5,MODEL_B,H,No,200,500,18000,30000,66000,0.454545455
2840,2016-03-31,2019-06-30,2019-03-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_5,MODEL_B,H,No,900,400,36000,31000,66000,0.46969697
2974,2016-01-31,2020-01-31,2019-12-31,2020-01-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_B,H,Moderate,2100,500,66000,17000,62000,0.274193548
2975,2016-03-31,2020-03-31,2019-12-31,2020-01-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,300,500,65000,21000,64000,0.328125
2980,2015-11-30,2019-02-28,2019-02-28,2019-04-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,800,500,69000,23000,66000,0.348484848
2991,2016-01-31,2020-01-31,2019-09-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,600,500,58000,21000,62000,0.338709677
2998,2015-11-30,2019-11-30,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,Major,400,0,50000,20000,60000,0.333333333
3014,2016-02-29,2019-05-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_B,H,Mild,1500,400,54000,23000,65000,0.353846154
3017,2016-03-31,2020-03-31,2019-11-30,2019-12-31,Terminated Prior to Maturity Date,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,Major,100,400,37000,18000,64000,0.28125
3019,2016-09-30,2019-09-30,2019-09-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,300,500,42000,23000,65000,0.353846154
3021,2016-02-29,2020-02-29,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,300,500,60000,16000,64000,0.25
3022,2015-09-30,2019-09-30,2018-11-30,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_B,H,No,1100,500,75000,26000,66000,0.393939394
3024,2015-10-31,2019-01-31,2018-11-30,2019-02-28,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,1100,500,76000,23000,63000,0.365079365
3027,2016-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,300,500,42000,26000,65000,0.4
3030,2016-06-30,2020-06-30,2019-04-30,2019-06-30,Terminated Prior to Maturity Date,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,2800,500,60000,22000,57000,0.385964912
3033,2016-09-30,2019-12-31,2019-09-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,1400,500,38000,22000,63000,0.349206349
3040,2016-04-30,2019-07-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,600,500,61000,21000,66000,0.318181818
3052,2016-04-30,2020-04-30,2019-08-31,2019-09-30,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,Major,700,700,70000,20000,63000,0.317460317
3055,2016-07-31,2020-07-31,2019-07-31,2019-08-31,Terminated Prior to Maturity Date,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,500,500,75000,21000,64000,0.328125
3064,2016-07-31,2020-07-31,2019-09-30,2019-12-31,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,1100,500,73000,17000,63000,0.26984127
3069,2016-03-31,2020-03-31,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_B,C,No,900,300,34000,21000,62000,0.338709677
3071,2016-08-31,2020-08-31,2019-06-30,2019-07-31,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_B,H,Major,800,400,72000,23000,64000,0.359375
3079,2016-01-31,2020-01-31,2019-09-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,2100,600,82000,18000,62000,0.290322581
3087,2016-07-31,2019-07-31,2019-07-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,500,500,77000,17000,57000,0.298245614
3093,2016-02-29,2020-02-29,2019-05-31,2019-06-30,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,Moderate,500,500,83000,19000,61000,0.31147541
3094,2016-02-29,2020-02-29,2018-11-30,2018-12-31,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_B,H,No,500,500,39000,29000,64000,0.453125
3095,2016-01-31,2020-01-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_B,H,No,2300,500,63000,19000,60000,0.316666667
3111,2016-04-30,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,500,500,69000,20000,64000,0.3125
3118,2016-10-31,2019-10-31,2019-06-30,2019-07-31,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,1900,400,56000,24000,66000,0.363636364
3125,2016-10-31,2020-01-31,2019-06-30,2019-08-31,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_B,H,No,2600,600,58000,21000,65000,0.323076923
3243,2014-03-31,2018-03-31,2017-11-30,2018-02-28,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,2300,500,97000,14000,37000,0.378378378
3245,2014-01-31,2018-01-31,2017-11-30,2018-03-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Mild,1300,500,56000,15000,38000,0.394736842
3246,2013-11-30,2017-11-30,2017-11-30,2018-02-28,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1000,500,73000,15000,37000,0.405405405
3248,2014-02-28,2018-02-28,2017-09-30,2017-10-31,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,100,500,58000,18000,38000,0.473684211
3250,2013-12-31,2017-12-31,2017-12-31,2018-01-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,300,500,46000,14000,37000,0.378378378
3252,2013-09-30,2017-09-30,2017-09-30,2017-11-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Moderate,500,500,46000,16000,35000,0.457142857
3256,2013-10-31,2017-10-31,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,600,500,53000,15000,37000,0.405405405
3260,2014-03-31,2018-03-31,2018-03-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,1600,400,76000,14000,36000,0.388888889
3263,2014-02-28,2018-02-28,2017-09-30,2017-11-30,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,0,500,46000,17000,37000,0.459459459
3264,2014-02-28,2018-02-28,2018-03-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1900,500,81000,14000,36000,0.388888889
3267,2014-04-30,2018-04-30,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,Major,0,500,30000,14000,37000,0.378378378
3278,2013-07-31,2017-07-31,2017-07-31,2017-08-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_2,MODEL_C,H,Moderate,1400,400,88000,18000,44000,0.409090909
3281,2014-02-28,2018-02-28,2018-02-28,2018-04-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1700,500,80000,15000,37000,0.405405405
3282,2014-03-31,2018-03-31,2018-03-31,2018-06-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,900,500,70000,15000,38000,0.394736842
3283,2013-11-30,2017-11-30,2017-11-30,2018-01-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,900,500,46000,18000,39000,0.461538462
3285,2014-02-28,2018-02-28,2018-04-30,2018-06-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1000,500,50000,15000,39000,0.384615385
3286,2014-01-31,2018-01-31,2017-08-31,2017-10-31,Terminated Prior to Maturity Date,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,Major,1800,600,81000,12000,37000,0.324324324
3287,2013-09-30,2017-09-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,100,400,76000,15000,37000,0.405405405
3290,2013-08-31,2017-08-31,2017-08-31,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1300,500,73000,14000,40000,0.35
3300,2013-08-31,2017-08-31,2016-11-30,2017-01-31,Terminated Prior to Maturity Date,Independent Retailer,1,2000,TRIM_2,MODEL_C,H,Moderate,100,400,75000,18000,40000,0.45
3313,2014-04-30,2018-04-30,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,1600,400,75000,13000,41000,0.317073171
3314,2014-02-28,2018-02-28,2018-01-31,2018-03-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,2300,500,85000,13000,39000,0.333333333
3316,2014-02-28,2018-02-28,2018-02-28,2018-04-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,3100,500,95000,14000,39000,0.358974359
3324,2014-02-28,2018-02-28,2018-02-28,2018-05-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,1200,500,91000,13000,36000,0.361111111
3327,2014-03-31,2018-03-31,2018-01-31,2018-02-28,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,700,500,54000,15000,41000,0.365853659
3332,2013-12-31,2017-12-31,2017-12-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,H,No,400,500,46000,16000,37000,0.432432432
3335,2013-11-30,2017-11-30,2017-11-30,2018-02-28,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Moderate,100,500,57000,14000,37000,0.378378378
3337,2014-02-28,2018-02-28,2018-03-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,1300,400,87000,13000,36000,0.361111111
3338,2013-12-31,2017-12-31,2017-10-31,2017-11-30,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,600,500,80000,13000,37000,0.351351351
3339,2013-11-30,2017-11-30,2017-10-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,H,Moderate,2600,500,74000,13000,38000,0.342105263
3342,2013-09-30,2017-09-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,300,800,76000,17000,42000,0.404761905
3348,2014-03-31,2017-06-30,2017-06-30,2017-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1100,400,54000,17000,38000,0.447368421
3350,2013-08-31,2017-08-31,2017-08-31,2017-12-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_2,MODEL_C,H,No,1000,500,21000,18000,42000,0.428571429
3352,2013-10-31,2017-10-31,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1200,800,68000,15000,37000,0.405405405
3353,2013-11-30,2017-11-30,2017-08-31,2017-09-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_2,MODEL_C,H,Moderate,1900,500,92000,16000,37000,0.432432432
3360,2013-10-31,2017-10-31,2017-10-31,2017-11-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,700,400,57000,15000,37000,0.405405405
3365,2014-01-31,2018-01-31,2018-01-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,1200,400,74000,14000,38000,0.368421053
3367,2014-02-28,2018-02-28,2017-10-31,2017-11-30,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,800,400,76000,15000,36000,0.416666667
3368,2014-03-31,2018-03-31,2017-11-30,2018-02-28,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,3100,500,81000,14000,37000,0.378378378
3370,2014-03-31,2018-03-31,2018-03-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,2700,500,39000,16000,40000,0.4
3373,2013-11-30,2017-11-30,2017-05-31,2017-06-30,Terminated Prior to Maturity Date,Independent Retailer,1,2000,TRIM_2,MODEL_C,H,No,900,400,79000,16000,38000,0.421052632
3376,2014-01-31,2018-01-31,2018-01-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,900,400,74000,13000,37000,0.351351351
3385,2014-03-31,2017-06-30,2017-06-30,2017-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,800,700,35000,19000,41000,0.463414634
3387,2013-11-30,2017-11-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,300,400,63000,15000,38000,0.394736842
3390,2013-07-31,2017-07-31,2017-06-30,2017-08-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,100,500,90000,15000,37000,0.405405405
3392,2013-12-31,2017-12-31,2017-09-30,2017-11-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,2400,400,70000,13000,35000,0.371428571
3394,2013-12-31,2017-06-30,2017-05-31,2017-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,600,400,73000,16000,37000,0.432432432
3395,2013-12-31,2017-12-31,2017-12-31,2018-02-28,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,2200,500,89000,14000,39000,0.358974359
3396,2013-09-30,2017-09-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,800,500,63000,15000,37000,0.405405405
3408,2014-03-31,2018-03-31,2018-03-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,Major,600,500,47000,14000,38000,0.368421053
3409,2014-03-31,2017-06-30,2017-06-30,2017-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,800,400,68000,17000,37000,0.459459459
3410,2014-03-31,2018-03-31,2018-03-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,1100,400,72000,15000,40000,0.375
3414,2014-05-31,2018-05-31,2018-06-30,2018-09-30,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,Major,900,600,56000,13000,37000,0.351351351
3428,2014-03-31,2017-06-30,2017-06-30,2017-08-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,2800,400,75000,18000,43000,0.418604651
3429,2014-03-31,2018-03-31,2017-11-30,2018-02-28,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_2,MODEL_C,H,No,700,600,54000,18000,42000,0.428571429
3432,2013-11-30,2017-11-30,2017-05-31,2017-07-31,Terminated Prior to Maturity Date,Independent Retailer,1,2000,TRIM_2,MODEL_C,H,Major,1300,400,52000,19000,37000,0.513513514
3439,2013-12-31,2017-12-31,2017-12-31,2018-01-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_2,MODEL_C,H,No,2300,500,75000,14000,38000,0.368421053
