VIN_NO,TYPE,COLOUR
485,Upholstery Type,RED
485,Exterior Color,WHITE
486,Exterior Color,BLACK
486,Upholstery Type,BLACK
487,Exterior Color,BLACK
487,Upholstery Type,GREY
488,Upholstery Type,BROWN
488,Exterior Color,WHITE
489,Exterior Color,GREY
489,Upholstery Type,BLACK
490,Exterior Color,BLACK
490,Upholstery Type,BLACK
491,Upholstery Type,BLACK
491,Exterior Color,WHITE
492,Upholstery Type,BLACK
492,Exterior Color,WHITE
493,Upholstery Type,BLACK
493,Exterior Color,GREY
494,Upholstery Type,BROWN
494,Exterior Color,BLACK
495,Exterior Color,BLACK
495,Upholstery Type,BROWN
496,Upholstery Type,BLACK
496,Exterior Color,GREY
497,Upholstery Type,BROWN
497,Exterior Color,BLACK
498,Upholstery Type,UNDEF
498,Exterior Color,UNDEF
499,Upholstery Type,BLACK
499,Exterior Color,BLUE
500,Exterior Color,SILVER
500,Upholstery Type,BLACK
501,Upholstery Type,BLACK
501,Exterior Color,WHITE
502,Upholstery Type,BLACK
502,Exterior Color,GREY
503,Upholstery Type,BLACK
503,Exterior Color,WHITE
504,Upholstery Type,RED
504,Exterior Color,GREY
505,Upholstery Type,BROWN
505,Exterior Color,WHITE
506,Exterior Color,GREY
506,Upholstery Type,BLACK
507,Exterior Color,GREY
507,Upholstery Type,BLACK
508,Exterior Color,GREY
508,Upholstery Type,BLACK
509,Upholstery Type,BLACK
509,Exterior Color,BLACK
510,Exterior Color,BLACK
510,Upholstery Type,BEIGE
511,Upholstery Type,BROWN
511,Exterior Color,WHITE
512,Upholstery Type,BROWN
512,Exterior Color,BLACK
513,Exterior Color,BLACK
513,Upholstery Type,BLACK
514,Upholstery Type,UNDEF
514,Exterior Color,BLUE
515,Exterior Color,BLACK
515,Upholstery Type,BROWN
516,Upholstery Type,BLACK
516,Exterior Color,BLACK
517,Exterior Color,SILVER
517,Upholstery Type,UNDEF
518,Upholstery Type,BLACK
518,Exterior Color,BLACK
519,Upholstery Type,BLACK
519,Exterior Color,GREY
520,Upholstery Type,BLACK
520,Exterior Color,SILVER
521,Exterior Color,WHITE
521,Upholstery Type,BLACK
522,Exterior Color,BLUE
522,Upholstery Type,BLACK
523,Upholstery Type,BROWN
523,Exterior Color,WHITE
524,Upholstery Type,BLACK
524,Exterior Color,WHITE
525,Upholstery Type,UNDEF
525,Exterior Color,UNDEF
526,Exterior Color,WHITE
526,Upholstery Type,BLACK
527,Exterior Color,GREY
527,Upholstery Type,BLACK
528,Upholstery Type,BLACK
528,Exterior Color,WHITE
529,Exterior Color,SILVER
529,Upholstery Type,BLACK
530,Upholstery Type,BLACK
530,Exterior Color,SILVER
531,Exterior Color,GREY
531,Upholstery Type,BLACK
532,Exterior Color,BLACK
532,Upholstery Type,BEIGE
533,Upholstery Type,RED
533,Exterior Color,GREY
534,Exterior Color,WHITE
534,Upholstery Type,BLACK
535,Upholstery Type,UNDEF
535,Exterior Color,GREY
536,Upholstery Type,BROWN
536,Exterior Color,WHITE
537,Upholstery Type,BLACK
537,Exterior Color,BLUE
538,Upholstery Type,RED
538,Exterior Color,SILVER
539,Upholstery Type,BROWN
539,Exterior Color,GREY
540,Upholstery Type,RED
540,Exterior Color,GREY
541,Upholstery Type,BROWN
541,Exterior Color,BLUE
542,Upholstery Type,BLACK
542,Exterior Color,GREY
543,Exterior Color,GREY
543,Upholstery Type,BLACK
544,Upholstery Type,BLACK
544,Exterior Color,BLACK
545,Upholstery Type,BLACK
545,Exterior Color,GREY
546,Upholstery Type,BLACK
546,Exterior Color,BLACK
547,Upholstery Type,BLACK
547,Exterior Color,BLACK
548,Upholstery Type,UNDEF
548,Exterior Color,WHITE
549,Exterior Color,WHITE
549,Upholstery Type,UNDEF
550,Upholstery Type,BLACK
550,Exterior Color,GREY
551,Upholstery Type,BLACK
551,Exterior Color,UNDEF
552,Exterior Color,GREY
552,Upholstery Type,BLACK
553,Upholstery Type,BLACK
553,Exterior Color,WHITE
554,Exterior Color,GREY
554,Upholstery Type,BLACK
555,Exterior Color,BLUE
555,Upholstery Type,BLACK
556,Exterior Color,BLACK
556,Upholstery Type,BLACK
557,Upholstery Type,RED
557,Exterior Color,SILVER
558,Exterior Color,BLACK
558,Upholstery Type,BLACK
559,Upholstery Type,BROWN
559,Exterior Color,GREY
560,Exterior Color,WHITE
560,Upholstery Type,BROWN
561,Upholstery Type,BLACK
561,Exterior Color,BLACK
562,Exterior Color,BLACK
562,Upholstery Type,BLACK
563,Upholstery Type,BROWN
563,Exterior Color,BLACK
564,Exterior Color,GREY
564,Upholstery Type,BLACK
565,Exterior Color,GREY
565,Upholstery Type,BLACK
566,Upholstery Type,BLACK
566,Exterior Color,SILVER
567,Exterior Color,GREY
567,Upholstery Type,BLACK
568,Exterior Color,BLACK
568,Upholstery Type,BLACK
569,Upholstery Type,BROWN
569,Exterior Color,WHITE
570,Upholstery Type,UNDEF
570,Exterior Color,WHITE
571,Upholstery Type,BLACK
571,Exterior Color,WHITE
572,Exterior Color,GREY
572,Upholstery Type,BROWN
573,Upholstery Type,BEIGE
573,Exterior Color,BLACK
574,Upholstery Type,BLACK
574,Exterior Color,WHITE
575,Exterior Color,BLACK
575,Upholstery Type,BROWN
576,Exterior Color,RED
576,Upholstery Type,BLACK
577,Upholstery Type,BROWN
577,Exterior Color,RED
578,Exterior Color,BLACK
578,Upholstery Type,BROWN
579,Exterior Color,BLACK
579,Upholstery Type,RED
580,Exterior Color,BLACK
580,Upholstery Type,BLACK
581,Upholstery Type,BEIGE
581,Exterior Color,BLUE
582,Upholstery Type,BLACK
582,Exterior Color,RED
583,Upholstery Type,BLACK
583,Exterior Color,BLACK
584,Upholstery Type,BLACK
584,Exterior Color,GREY
585,Upholstery Type,UNDEF
585,Exterior Color,UNDEF
586,Upholstery Type,RED
586,Exterior Color,BLUE
587,Upholstery Type,BLACK
587,Exterior Color,BLACK
588,Exterior Color,BLACK
588,Upholstery Type,BLACK
589,Upholstery Type,BEIGE
589,Exterior Color,BLACK
590,Upholstery Type,BROWN
590,Exterior Color,BLACK
591,Upholstery Type,BEIGE
591,Exterior Color,UNDEF
592,Upholstery Type,UNDEF
592,Exterior Color,UNDEF
593,Upholstery Type,GREY
593,Exterior Color,BLACK
594,Exterior Color,BLUE
594,Upholstery Type,UNDEF
595,Exterior Color,BLACK
595,Upholstery Type,BROWN
596,Upholstery Type,BLACK
596,Exterior Color,BLACK
597,Upholstery Type,BROWN
597,Exterior Color,WHITE
598,Upholstery Type,UNDEF
598,Exterior Color,BLACK
599,Upholstery Type,RED
599,Exterior Color,WHITE
600,Exterior Color,BLACK
600,Upholstery Type,BLACK
601,Exterior Color,GREY
601,Upholstery Type,BLACK
602,Upholstery Type,BROWN
602,Exterior Color,BLUE
603,Upholstery Type,UNDEF
603,Exterior Color,WHITE
604,Exterior Color,BLACK
604,Upholstery Type,BROWN
605,Exterior Color,WHITE
605,Upholstery Type,GREY
606,Upholstery Type,UNDEF
606,Exterior Color,BLUE
607,Upholstery Type,BLACK
607,Exterior Color,BLACK
608,Upholstery Type,BLACK
608,Exterior Color,SILVER
609,Exterior Color,BLACK
609,Upholstery Type,BLACK
610,Exterior Color,WHITE
610,Upholstery Type,RED
611,Exterior Color,WHITE
611,Upholstery Type,UNDEF
612,Upholstery Type,BLACK
612,Exterior Color,WHITE
613,Upholstery Type,RED
613,Exterior Color,SILVER
614,Exterior Color,BLACK
614,Upholstery Type,BLACK
615,Exterior Color,RED
615,Upholstery Type,RED
616,Exterior Color,WHITE
616,Upholstery Type,UNDEF
617,Upholstery Type,BLACK
617,Exterior Color,BLACK
618,Exterior Color,BLACK
618,Upholstery Type,BLACK
619,Exterior Color,BLACK
619,Upholstery Type,BEIGE
620,Exterior Color,WHITE
620,Upholstery Type,BLACK
621,Exterior Color,GREY
621,Upholstery Type,BLACK
622,Exterior Color,BLACK
622,Upholstery Type,RED
623,Upholstery Type,BLACK
623,Exterior Color,WHITE
624,Upholstery Type,BROWN
624,Exterior Color,BLACK
625,Exterior Color,BLACK
625,Upholstery Type,BROWN
626,Exterior Color,BLACK
626,Upholstery Type,BLACK
627,Upholstery Type,BLACK
627,Exterior Color,WHITE
628,Exterior Color,SILVER
628,Upholstery Type,BLACK
629,Exterior Color,BLACK
629,Upholstery Type,BLACK
630,Upholstery Type,BLACK
630,Exterior Color,WHITE
631,Exterior Color,BLACK
631,Upholstery Type,BLACK
632,Upholstery Type,BLACK
632,Exterior Color,BLACK
633,Upholstery Type,BLACK
633,Exterior Color,GREY
634,Upholstery Type,BEIGE
634,Exterior Color,BLUE
635,Upholstery Type,BLACK
635,Exterior Color,WHITE
636,Upholstery Type,RED
636,Exterior Color,BLACK
637,Exterior Color,BLACK
637,Upholstery Type,RED
638,Upholstery Type,BLACK
638,Exterior Color,WHITE
639,Exterior Color,WHITE
639,Upholstery Type,BROWN
640,Exterior Color,WHITE
640,Upholstery Type,BEIGE
641,Upholstery Type,BLACK
641,Exterior Color,WHITE
642,Upholstery Type,BLACK
642,Exterior Color,WHITE
643,Upholstery Type,BLACK
643,Exterior Color,BLACK
644,Upholstery Type,BLACK
644,Exterior Color,BLACK
645,Exterior Color,GREY
645,Upholstery Type,BLACK
646,Exterior Color,BLACK
646,Upholstery Type,BLACK
647,Upholstery Type,BLACK
647,Exterior Color,BLACK
648,Upholstery Type,BLACK
648,Exterior Color,WHITE
649,Exterior Color,UNDEF
649,Upholstery Type,BLACK
650,Exterior Color,SILVER
650,Upholstery Type,BLACK
651,Upholstery Type,BLACK
651,Exterior Color,WHITE
652,Exterior Color,GREY
652,Upholstery Type,BROWN
653,Upholstery Type,BLACK
653,Exterior Color,GREY
654,Exterior Color,BLUE
654,Upholstery Type,BROWN
655,Exterior Color,BLUE
655,Upholstery Type,BLACK
656,Upholstery Type,BLACK
656,Exterior Color,WHITE
657,Upholstery Type,BROWN
657,Exterior Color,WHITE
658,Exterior Color,GREY
658,Upholstery Type,BROWN
659,Upholstery Type,BROWN
659,Exterior Color,BLACK
660,Exterior Color,BLACK
660,Upholstery Type,RED
661,Upholstery Type,BLACK
661,Exterior Color,GREY
662,Exterior Color,BLACK
662,Upholstery Type,BLACK
663,Upholstery Type,BLACK
663,Exterior Color,BLACK
664,Upholstery Type,BROWN
664,Exterior Color,BLACK
665,Upholstery Type,UNDEF
665,Exterior Color,UNDEF
666,Exterior Color,GREY
666,Upholstery Type,BLACK
667,Upholstery Type,BLACK
667,Exterior Color,RED
668,Exterior Color,BLUE
668,Upholstery Type,BEIGE
669,Upholstery Type,BROWN
669,Exterior Color,GREY
670,Upholstery Type,UNDEF
670,Exterior Color,BLACK
671,Exterior Color,BLACK
671,Upholstery Type,RED
672,Upholstery Type,BEIGE
672,Exterior Color,BLUE
673,Upholstery Type,BROWN
673,Exterior Color,BLACK
674,Exterior Color,SILVER
674,Upholstery Type,BLACK
675,Upholstery Type,RED
675,Exterior Color,SILVER
676,Upholstery Type,RED
676,Exterior Color,WHITE
677,Upholstery Type,BLACK
677,Exterior Color,GREY
678,Exterior Color,BLACK
678,Upholstery Type,BLACK
679,Exterior Color,GREY
679,Upholstery Type,BLACK
680,Upholstery Type,UNDEF
680,Exterior Color,BLUE
681,Exterior Color,WHITE
681,Upholstery Type,BLACK
682,Exterior Color,BLACK
682,Upholstery Type,BLACK
683,Exterior Color,WHITE
683,Upholstery Type,BROWN
684,Exterior Color,WHITE
684,Upholstery Type,BLACK
685,Exterior Color,GREY
685,Upholstery Type,BLACK
686,Exterior Color,BLACK
686,Upholstery Type,BLACK
687,Upholstery Type,BLACK
687,Exterior Color,BLACK
688,Upholstery Type,BLACK
688,Exterior Color,WHITE
689,Exterior Color,UNDEF
689,Upholstery Type,BLACK
690,Exterior Color,GREY
690,Upholstery Type,BLACK
691,Upholstery Type,BLACK
691,Exterior Color,SILVER
692,Upholstery Type,RED
692,Exterior Color,BLACK
693,Exterior Color,BLACK
693,Upholstery Type,BLACK
694,Exterior Color,GREY
694,Upholstery Type,BLACK
695,Exterior Color,SILVER
695,Upholstery Type,BLACK
696,Upholstery Type,UNDEF
696,Exterior Color,BLACK
697,Exterior Color,BLUE
697,Upholstery Type,UNDEF
698,Upholstery Type,BLACK
698,Exterior Color,WHITE
699,Upholstery Type,BROWN
699,Exterior Color,RED
700,Upholstery Type,BLACK
700,Exterior Color,GREY
701,Exterior Color,WHITE
701,Upholstery Type,BROWN
702,Upholstery Type,BLACK
702,Exterior Color,BLACK
703,Upholstery Type,BLACK
703,Exterior Color,BLACK
704,Upholstery Type,BLACK
704,Exterior Color,SILVER
705,Upholstery Type,BLACK
705,Exterior Color,WHITE
706,Upholstery Type,BLACK
706,Exterior Color,BLACK
707,Upholstery Type,BLACK
707,Exterior Color,GREY
708,Exterior Color,GREY
708,Upholstery Type,UNDEF
709,Upholstery Type,BLACK
709,Exterior Color,GREY
710,Exterior Color,BLACK
710,Upholstery Type,BROWN
711,Exterior Color,BLUE
711,Upholstery Type,BLACK
712,Exterior Color,BLACK
712,Upholstery Type,BLACK
713,Upholstery Type,BROWN
713,Exterior Color,GREY
714,Upholstery Type,BLACK
714,Exterior Color,RED
715,Exterior Color,WHITE
715,Upholstery Type,BROWN
716,Upholstery Type,BROWN
716,Exterior Color,BLACK
717,Exterior Color,WHITE
717,Upholstery Type,BROWN
718,Exterior Color,GREY
718,Upholstery Type,BLACK
719,Upholstery Type,BLACK
719,Exterior Color,WHITE
720,Exterior Color,GREY
720,Upholstery Type,BLACK
721,Upholstery Type,BLACK
721,Exterior Color,GREY
722,Upholstery Type,BROWN
722,Exterior Color,UNDEF
723,Exterior Color,BLACK
723,Upholstery Type,BLACK
724,Upholstery Type,BLACK
724,Exterior Color,BLACK
725,Upholstery Type,BLACK
725,Exterior Color,BLACK
726,Upholstery Type,UNDEF
726,Exterior Color,WHITE
727,Exterior Color,UNDEF
727,Upholstery Type,BLACK
728,Upholstery Type,BLACK
728,Exterior Color,BLUE
729,Upholstery Type,BLACK
729,Exterior Color,GREY
730,Upholstery Type,UNDEF
730,Exterior Color,BLACK
731,Exterior Color,BLACK
731,Upholstery Type,BLACK
732,Upholstery Type,BLACK
732,Exterior Color,BLACK
733,Upholstery Type,BLACK
733,Exterior Color,GREY
734,Exterior Color,SILVER
734,Upholstery Type,BLACK
735,Upholstery Type,BLACK
735,Exterior Color,GREY
736,Upholstery Type,BLACK
736,Exterior Color,BLACK
737,Exterior Color,BLACK
737,Upholstery Type,UNDEF
738,Upholstery Type,BEIGE
738,Exterior Color,BLUE
739,Upholstery Type,BLACK
739,Exterior Color,WHITE
740,Exterior Color,BLACK
740,Upholstery Type,BLACK
741,Upholstery Type,BROWN
741,Exterior Color,UNDEF
742,Exterior Color,WHITE
742,Upholstery Type,BLACK
743,Upholstery Type,BLACK
743,Exterior Color,SILVER
744,Upholstery Type,UNDEF
744,Exterior Color,UNDEF
745,Upholstery Type,BLACK
745,Exterior Color,WHITE
746,Exterior Color,WHITE
746,Upholstery Type,BLACK
747,Upholstery Type,BROWN
747,Exterior Color,BLUE
748,Upholstery Type,BLACK
748,Exterior Color,SILVER
749,Upholstery Type,BLACK
749,Exterior Color,UNDEF
750,Upholstery Type,GREY
750,Exterior Color,WHITE
751,Upholstery Type,BLACK
751,Exterior Color,GREY
752,Upholstery Type,RED
752,Exterior Color,GREY
753,Exterior Color,WHITE
753,Upholstery Type,BLACK
754,Upholstery Type,BLACK
754,Exterior Color,WHITE
755,Upholstery Type,BROWN
755,Exterior Color,BLACK
756,Exterior Color,BLACK
756,Upholstery Type,BLACK
757,Exterior Color,WHITE
757,Upholstery Type,BLACK
758,Exterior Color,BLACK
758,Upholstery Type,BLACK
759,Upholstery Type,BLACK
759,Exterior Color,BLACK
760,Upholstery Type,BLACK
760,Exterior Color,RED
761,Upholstery Type,BLACK
761,Exterior Color,GREY
762,Upholstery Type,BLACK
762,Exterior Color,BLACK
763,Upholstery Type,BLACK
763,Exterior Color,WHITE
764,Exterior Color,WHITE
764,Upholstery Type,BLACK
765,Upholstery Type,BLACK
765,Exterior Color,WHITE
766,Exterior Color,WHITE
766,Upholstery Type,BLACK
767,Upholstery Type,BROWN
767,Exterior Color,BLACK
768,Exterior Color,BLACK
768,Upholstery Type,BLACK
769,Upholstery Type,RED
769,Exterior Color,WHITE
770,Upholstery Type,UNDEF
770,Exterior Color,BLUE
771,Upholstery Type,RED
771,Exterior Color,BLACK
772,Upholstery Type,BROWN
772,Exterior Color,WHITE
773,Upholstery Type,UNDEF
773,Exterior Color,BLACK
774,Exterior Color,GREY
774,Upholstery Type,BLACK
775,Exterior Color,BLACK
775,Upholstery Type,BROWN
776,Upholstery Type,RED
776,Exterior Color,WHITE
777,Upholstery Type,BLACK
777,Exterior Color,SILVER
778,Exterior Color,GREY
778,Upholstery Type,UNDEF
779,Exterior Color,BLACK
779,Upholstery Type,BLACK
780,Exterior Color,GREY
780,Upholstery Type,BROWN
781,Upholstery Type,BROWN
781,Exterior Color,GREY
782,Upholstery Type,BLACK
782,Exterior Color,BLACK
783,Upholstery Type,BLACK
783,Exterior Color,BLUE
784,Upholstery Type,BLACK
784,Exterior Color,BLACK
785,Exterior Color,BLACK
785,Upholstery Type,RED
786,Upholstery Type,BLACK
786,Exterior Color,WHITE
787,Exterior Color,BLACK
787,Upholstery Type,BLACK
788,Exterior Color,BLACK
788,Upholstery Type,BLACK
789,Upholstery Type,BLACK
789,Exterior Color,BLACK
790,Upholstery Type,RED
790,Exterior Color,WHITE
791,Upholstery Type,BROWN
791,Exterior Color,BLUE
792,Exterior Color,BLACK
792,Upholstery Type,BLACK
793,Exterior Color,BLUE
793,Upholstery Type,BLACK
794,Upholstery Type,BLACK
794,Exterior Color,WHITE
795,Exterior Color,BLUE
795,Upholstery Type,UNDEF
796,Exterior Color,BLACK
796,Upholstery Type,BLACK
797,Exterior Color,BLACK
797,Upholstery Type,BLACK
798,Exterior Color,WHITE
798,Upholstery Type,RED
799,Exterior Color,GREY
799,Upholstery Type,UNDEF
800,Upholstery Type,BLACK
800,Exterior Color,WHITE
801,Exterior Color,WHITE
801,Upholstery Type,BLACK
802,Upholstery Type,BLACK
802,Exterior Color,BLACK
803,Upholstery Type,BLACK
803,Exterior Color,BLACK
804,Upholstery Type,BLACK
804,Exterior Color,BLACK
805,Upholstery Type,BLACK
805,Exterior Color,BLACK
806,Exterior Color,WHITE
806,Upholstery Type,BLACK
807,Exterior Color,WHITE
807,Upholstery Type,BEIGE
808,Upholstery Type,BEIGE
808,Exterior Color,BLACK
809,Exterior Color,WHITE
809,Upholstery Type,BEIGE
810,Upholstery Type,RED
810,Exterior Color,BLACK
811,Upholstery Type,BLACK
811,Exterior Color,RED
812,Exterior Color,BLACK
812,Upholstery Type,UNDEF
813,Exterior Color,SILVER
813,Upholstery Type,RED
814,Upholstery Type,BLACK
814,Exterior Color,BLUE
815,Exterior Color,GREY
815,Upholstery Type,BLACK
816,Exterior Color,WHITE
816,Upholstery Type,BLACK
817,Exterior Color,WHITE
817,Upholstery Type,BLACK
818,Exterior Color,WHITE
818,Upholstery Type,BLACK
819,Exterior Color,WHITE
819,Upholstery Type,BLACK
820,Exterior Color,GREY
820,Upholstery Type,BLACK
821,Upholstery Type,BLACK
821,Exterior Color,RED
822,Exterior Color,BLACK
822,Upholstery Type,BLACK
823,Exterior Color,BLACK
823,Upholstery Type,BLACK
824,Exterior Color,BLACK
824,Upholstery Type,BLACK
825,Exterior Color,BLACK
825,Upholstery Type,UNDEF
826,Exterior Color,WHITE
826,Upholstery Type,RED
827,Upholstery Type,BLACK
827,Exterior Color,GREY
828,Exterior Color,SILVER
828,Upholstery Type,BLACK
829,Upholstery Type,BLACK
829,Exterior Color,BLACK
830,Exterior Color,RED
830,Upholstery Type,BLACK
831,Upholstery Type,BLACK
831,Exterior Color,BLACK
832,Exterior Color,WHITE
832,Upholstery Type,RED
833,Upholstery Type,BLACK
833,Exterior Color,WHITE
834,Upholstery Type,BLACK
834,Exterior Color,WHITE
835,Exterior Color,BLACK
835,Upholstery Type,UNDEF
836,Upholstery Type,UNDEF
836,Exterior Color,WHITE
837,Upholstery Type,BLACK
837,Exterior Color,GREY
838,Exterior Color,WHITE
838,Upholstery Type,UNDEF
839,Exterior Color,BLACK
839,Upholstery Type,BLACK
840,Exterior Color,WHITE
840,Upholstery Type,BLACK
841,Exterior Color,BLACK
841,Upholstery Type,UNDEF
842,Exterior Color,BLACK
842,Upholstery Type,UNDEF
843,Upholstery Type,BLACK
843,Exterior Color,BLACK
844,Exterior Color,GREY
844,Upholstery Type,BLACK
845,Exterior Color,WHITE
845,Upholstery Type,BLACK
846,Upholstery Type,UNDEF
846,Exterior Color,BLACK
847,Exterior Color,BLUE
847,Upholstery Type,UNDEF
848,Exterior Color,WHITE
848,Upholstery Type,BLACK
849,Exterior Color,BLACK
849,Upholstery Type,BLACK
850,Exterior Color,BLACK
850,Upholstery Type,BEIGE
851,Upholstery Type,BLACK
851,Exterior Color,WHITE
852,Exterior Color,WHITE
852,Upholstery Type,BLACK
853,Exterior Color,GREY
853,Upholstery Type,BLACK
854,Exterior Color,WHITE
854,Upholstery Type,UNDEF
855,Upholstery Type,RED
855,Exterior Color,BLACK
856,Upholstery Type,BLACK
856,Exterior Color,GREY
857,Exterior Color,GREY
857,Upholstery Type,BLACK
858,Upholstery Type,UNDEF
858,Exterior Color,BLUE
859,Exterior Color,WHITE
859,Upholstery Type,BLACK
860,Upholstery Type,RED
860,Exterior Color,SILVER
861,Exterior Color,BLACK
861,Upholstery Type,UNDEF
862,Exterior Color,BLACK
862,Upholstery Type,BLACK
863,Upholstery Type,BEIGE
863,Exterior Color,BLACK
864,Exterior Color,WHITE
864,Upholstery Type,RED
865,Exterior Color,GREY
865,Upholstery Type,BLACK
866,Exterior Color,WHITE
866,Upholstery Type,BLACK
867,Exterior Color,WHITE
867,Upholstery Type,BLACK
868,Exterior Color,GREY
868,Upholstery Type,BLACK
869,Upholstery Type,BLACK
869,Exterior Color,WHITE
870,Exterior Color,WHITE
870,Upholstery Type,UNDEF
871,Exterior Color,GREY
871,Upholstery Type,BLACK
872,Exterior Color,BLACK
872,Upholstery Type,UNDEF
873,Upholstery Type,BLACK
873,Exterior Color,BLACK
874,Upholstery Type,BLACK
874,Exterior Color,BLACK
875,Exterior Color,BLACK
875,Upholstery Type,BLACK
876,Exterior Color,BLACK
876,Upholstery Type,BLACK
877,Exterior Color,BLACK
877,Upholstery Type,BLACK
878,Exterior Color,GREY
878,Upholstery Type,BLACK
879,Upholstery Type,BLACK
879,Exterior Color,GREY
880,Exterior Color,WHITE
880,Upholstery Type,BLACK
881,Upholstery Type,BLACK
881,Exterior Color,SILVER
882,Exterior Color,BLACK
882,Upholstery Type,BLACK
883,Exterior Color,BLACK
883,Upholstery Type,BLACK
884,Exterior Color,BLACK
884,Upholstery Type,BLACK
885,Exterior Color,WHITE
885,Upholstery Type,BLACK
886,Upholstery Type,BLACK
886,Exterior Color,RED
887,Upholstery Type,UNDEF
887,Exterior Color,BLACK
888,Exterior Color,WHITE
888,Upholstery Type,BLACK
889,Upholstery Type,BLACK
889,Exterior Color,BLUE
890,Exterior Color,WHITE
890,Upholstery Type,RED
891,Exterior Color,SILVER
891,Upholstery Type,RED
892,Exterior Color,GREY
892,Upholstery Type,RED
893,Upholstery Type,BLACK
893,Exterior Color,WHITE
894,Upholstery Type,RED
894,Exterior Color,GREY
895,Exterior Color,WHITE
895,Upholstery Type,BLACK
896,Exterior Color,BLACK
